parcel,transect,species,hits,year,bearing.x,parcel_aggregate,bearing.y,geometry,NameChange,SubClass,SuperOrder,alt_order,Order,Family,Species,Genus,Species.1,CommonName,OtherNotes,SourceCode,Phreatophyte,Noxious,Toxic,WeedyInOV,RareOrUncommon,Lifecycle,Veg_Type,USDA0,USDA8,Group,Provenance,Lifeform,Spore.Seed,Gymnosperm.Angio,Monocot.Dicot,tbl_species_veg_type_ID,addition_origin,percent_cover
LAW094,54,ATCA2,12,2022,NA,LAW094,320,"c(382515, 4141887)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,6
LAW094,54,KRLA2,3,2022,NA,LAW094,320,"c(382515, 4141887)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Winterfat,NA,"1,2,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5
LAW094,54,ERNA10,3,2022,NA,LAW094,320,"c(382515, 4141887)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,1.5
LAW094,54,SPAI,2,2022,NA,LAW094,320,"c(382515, 4141887)",0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,1
LAW094,55,SATR12,18,2022,NA,LAW094,120,"c(382562, 4141822)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,9
LAW094,55,ERNA10,5,2022,NA,LAW094,120,"c(382562, 4141822)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,2.5
LAW094,55,ATCA2,7,2022,NA,LAW094,120,"c(382562, 4141822)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3.5
LAW094,55,SPAI,7,2022,NA,LAW094,120,"c(382562, 4141822)",0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,3.5
LAW094,55,ATPO,1,2022,NA,LAW094,120,"c(382562, 4141822)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5
LAW094,55,KRLA2,6,2022,NA,LAW094,120,"c(382562, 4141822)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Winterfat,NA,"1,2,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3
LAW094,56,SATR12,23,2022,NA,LAW094,120,"c(382565, 4141945)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,11.5
LAW094,56,ERNA10,4,2022,NA,LAW094,120,"c(382565, 4141945)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,2
LAW094,56,ATCA2,12,2022,NA,LAW094,120,"c(382565, 4141945)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,6
LAW094,56,SPAI,4,2022,NA,LAW094,120,"c(382565, 4141945)",0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,2
LAW094,56,DISP,1,2022,NA,LAW094,120,"c(382565, 4141945)",0,NA,NA,NA,Poales,Poaceae,Distichlis spicata,Distichlis,spicata,Saltgrass,NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FACW,FAC+*,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,0.5
LAW094,57,SATR12,18,2022,NA,LAW094,220,"c(382561, 4142049)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,9
LAW094,57,ATCA2,14,2022,NA,LAW094,220,"c(382561, 4142049)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7
LAW094,57,ATPO,9,2022,NA,LAW094,220,"c(382561, 4142049)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5
LAW094,58,SATR12,22,2022,NA,LAW094,40,"c(382605, 4142133)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,11
LAW094,58,ATTO,9,2022,NA,LAW094,40,"c(382605, 4142133)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5
LAW094,58,ERNA10,6,2022,NA,LAW094,40,"c(382605, 4142133)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,3
LAW094,58,ENFA,3,2022,NA,LAW094,40,"c(382605, 4142133)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5
LAW094,58,ATCA2,5,2022,NA,LAW094,40,"c(382605, 4142133)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5
LAW094,59,SATR12,24,2022,NA,LAW094,320,"c(382618, 4142045)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,12
LAW094,59,ERNA10,8,2022,NA,LAW094,320,"c(382618, 4142045)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,4
LAW094,59,ATCA2,15,2022,NA,LAW094,320,"c(382618, 4142045)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7.5
LAW094,59,SPAI,1,2022,NA,LAW094,320,"c(382618, 4142045)",0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,0.5
LAW094,60,SATR12,18,2022,NA,LAW094,120,"c(382643, 4141900)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,9
LAW094,60,ATTO,8,2022,NA,LAW094,120,"c(382643, 4141900)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4
LAW094,60,ATCA2,9,2022,NA,LAW094,120,"c(382643, 4141900)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5
LAW094,60,SPAI,3,2022,NA,LAW094,120,"c(382643, 4141900)",0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,1.5
LAW094,60,ATPO,2,2022,NA,LAW094,120,"c(382643, 4141900)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1
LAW090,61,ATPO,3,2022,NA,LAW090,40,"c(381997, 4142268)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5
LAW090,61,SATR12,1,2022,NA,LAW090,40,"c(381997, 4142268)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5
LAW090,61,ATCA2,2,2022,NA,LAW090,40,"c(381997, 4142268)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1
LAW090,61,ATTO,11,2022,NA,LAW090,40,"c(381997, 4142268)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,5.5
LAW090,61,SAVE4,6,2022,NA,LAW090,40,"c(381997, 4142268)",0,NA,NA,NA,Caryophyllales,Phrymaceae,Sarcobatus vermiculatus,Sarcobatus,vermiculatus,Greasewood,NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,shrub,FACU,FACU*,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3
LAW090,61,POFR2,5,2022,NA,LAW090,40,"c(381997, 4142268)",0,NA,NA,NA,Salicales,Salicaceae,Populus fremontii,Populus,fremontii,"cottonwood, Fremont's /Alamo",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,tree,FACW,FACW*,2,Native,Tree,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5
LAW090,61,SPAI,2,2022,NA,LAW090,40,"c(381997, 4142268)",0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,1
LAW090,62,ERNA10,9,2022,NA,LAW090,320,"c(382026, 4142492)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,4.5
LAW090,62,ATPO,10,2022,NA,LAW090,320,"c(382026, 4142492)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,5
LAW090,62,SATR12,8,2022,NA,LAW090,320,"c(382026, 4142492)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,4
LAW090,62,ATCA2,9,2022,NA,LAW090,320,"c(382026, 4142492)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5
LAW090,62,ATTO,3,2022,NA,LAW090,320,"c(382026, 4142492)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5
LAW090,62,BAHY,2,2022,NA,LAW090,320,"c(382026, 4142492)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Bassia hyssopifolia,Bassia,hyssopifolia,"bassia, Fivehook",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,-1,0,Annual,weed,FAC,FACW,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1
LAW090,62,HECU3,1,2022,NA,LAW090,320,"c(382026, 4142492)",0,NA,NA,NA,Boraginales,Boraginaceae,Heliotropium curassavicum,Heliotropium,curassavicum,"heliotrope, Salt",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5
LAW090,63,ERNA10,10,2022,NA,LAW090,120,"c(382067, 4142808)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,5
LAW090,63,ATPO,6,2022,NA,LAW090,120,"c(382067, 4142808)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3
LAW090,63,SATR12,8,2022,NA,LAW090,120,"c(382067, 4142808)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,4
LAW090,63,ATCA2,11,2022,NA,LAW090,120,"c(382067, 4142808)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,5.5
LAW090,64,SATR12,16,2022,NA,LAW090,120,"c(382092, 4142667)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,8
LAW090,64,ATCA2,21,2022,NA,LAW090,120,"c(382092, 4142667)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,10.5
LAW090,65,SATR12,8,2022,NA,LAW090,40,"c(382129, 4142394)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,4
LAW090,65,ATTO,43,2022,NA,LAW090,40,"c(382129, 4142394)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,21.5
LAW090,66,ERNA10,3,2022,NA,LAW090,40,"c(382160, 4142296)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,1.5
LAW090,66,ATPO,6,2022,NA,LAW090,40,"c(382160, 4142296)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3
LAW090,66,SATR12,1,2022,NA,LAW090,40,"c(382160, 4142296)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5
LAW090,66,ATCA2,14,2022,NA,LAW090,40,"c(382160, 4142296)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7
LAW090,66,ATTO,8,2022,NA,LAW090,40,"c(382160, 4142296)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4
LAW090,66,SAVE4,2,2022,NA,LAW090,40,"c(382160, 4142296)",0,NA,NA,NA,Caryophyllales,Phrymaceae,Sarcobatus vermiculatus,Sarcobatus,vermiculatus,Greasewood,NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,shrub,FACU,FACU*,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1
LAW090,67,ERNA10,7,2022,NA,LAW090,320,"c(382193, 4142545)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,3.5
LAW090,67,ATPO,3,2022,NA,LAW090,320,"c(382193, 4142545)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5
LAW090,67,SATR12,2,2022,NA,LAW090,320,"c(382193, 4142545)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1
LAW090,67,ATCA2,13,2022,NA,LAW090,320,"c(382193, 4142545)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,6.5
LAW090,67,ACHY,2,2022,NA,LAW090,320,"c(382193, 4142545)",-1,NA,NA,NA,Poales,Poaceae,Achnatherum hymenoides,Achnatherum,hymenoides,"ricegrass, Indian",Stipa hymenoides,"1,2,3,4,7,8",0,0,0,0,0,Perennial,grass,UPL,UPL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,1
LAW090,67,ATTO,8,2022,NA,LAW090,320,"c(382193, 4142545)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4
LAW090,68,ATPO,9,2022,NA,LAW090,120,"c(382229, 4142724)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5
LAW090,68,SATR12,19,2022,NA,LAW090,120,"c(382229, 4142724)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,9.5
LAW090,68,ATCA2,6,2022,NA,LAW090,120,"c(382229, 4142724)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3
LAW090,69,ATPO,15,2022,NA,LAW090,40,"c(382240, 4142344)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7.5
LAW090,69,SATR12,6,2022,NA,LAW090,40,"c(382240, 4142344)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,3
LAW090,69,ERNA10,4,2022,NA,LAW090,40,"c(382240, 4142344)",0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,2
LAW090,69,KRLA2,1,2022,NA,LAW090,40,"c(382240, 4142344)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Winterfat,NA,"1,2,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5
LAW090,69,ATTO,7,2022,NA,LAW090,40,"c(382240, 4142344)",0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3.5
