parcel,year,transect,species,hits,Lifeform,Lifecycle
LAW069,2023,7,BAHY,3,Herb,Annual
LAW069,2023,7,DISP,10,Grass,Perennial
LAW069,2023,7,ERNA10,1,Shrub,Perennial
LAW069,2023,8,AMAC2,1,Herb,Annual
LAW069,2023,8,ATSE2,1,Herb,Annual
LAW069,2023,8,BAHY,15,Herb,Annual
LAW069,2023,8,DISP,24,Grass,Perennial
LAW069,2023,8,ELEOC,2,Grass,Perennial
LAW069,2023,8,ERNA10,3,Shrub,Perennial
LAW069,2023,8,FORB,1,Herb,Annual
LAW069,2023,8,HEAN3,2,Herb,Annual
LAW069,2023,8,HECU3,2,Herb,Perennial
LAW069,2023,8,IVAX,9,Herb,Perennial
LAW069,2023,8,LELA2,2,Herb,Perennial
LAW069,2023,8,MUAS,1,Grass,Perennial
LAW069,2023,8,SALA3,1,Tree,Perennial
LAW069,2023,8,SPAI,3,Grass,Perennial
LAW069,2023,9,AMAC2,15,Herb,Annual
LAW069,2023,9,BAHY,7,Herb,Annual
LAW069,2023,9,ERNA10,5,Shrub,Perennial
LAW069,2023,9,SATR12,13,Herb,Annual
LAW069,2025,1e,AMAC2,0,Herb,Annual
LAW069,2025,1e,ATCA2,0,Shrub,Perennial
LAW069,2025,1e,DISP,0,Grass,Perennial
LAW069,2025,1e,ELTR3,0,Grass,Perennial
LAW069,2025,1e,ERNA10,22,Shrub,Perennial
LAW069,2025,1e,HECU3,0,Herb,Perennial
LAW069,2025,1e,JUBA,0,Grass,Perennial
LAW069,2025,1e,JUME4,0,Grass,Perennial
LAW069,2025,1e,PSPO,0,Shrub,Perennial
LAW069,2025,1e,SAEX,0,Shrub,Perennial
LAW069,2025,1e,TARA,0,Shrub,Perennial
LAW069,2025,2a,AMAC2,1,Herb,Annual
LAW069,2025,2a,ATCA2,0,Shrub,Perennial
LAW069,2025,2a,DISP,0,Grass,Perennial
LAW069,2025,2a,ELTR3,0,Grass,Perennial
LAW069,2025,2a,ERNA10,10,Shrub,Perennial
LAW069,2025,2a,HECU3,0,Herb,Perennial
LAW069,2025,2a,JUBA,0,Grass,Perennial
LAW069,2025,2a,JUME4,0,Grass,Perennial
LAW069,2025,2a,PSPO,0,Shrub,Perennial
LAW069,2025,2a,SAEX,0,Shrub,Perennial
LAW069,2025,2a,TARA,0,Shrub,Perennial
LAW069,2025,3a,AMAC2,1,Herb,Annual
LAW069,2025,3a,ATCA2,0,Shrub,Perennial
LAW069,2025,3a,DISP,0,Grass,Perennial
LAW069,2025,3a,ELTR3,0,Grass,Perennial
LAW069,2025,3a,ERNA10,16,Shrub,Perennial
LAW069,2025,3a,HECU3,0,Herb,Perennial
LAW069,2025,3a,JUBA,0,Grass,Perennial
LAW069,2025,3a,JUME4,0,Grass,Perennial
LAW069,2025,3a,PSPO,2,Shrub,Perennial
LAW069,2025,3a,SAEX,0,Shrub,Perennial
LAW069,2025,3a,TARA,0,Shrub,Perennial
LAW069,2025,4e,AMAC2,0,Herb,Annual
LAW069,2025,4e,ATCA2,3,Shrub,Perennial
LAW069,2025,4e,DISP,14,Grass,Perennial
LAW069,2025,4e,ELTR3,0,Grass,Perennial
LAW069,2025,4e,ERNA10,20,Shrub,Perennial
LAW069,2025,4e,HECU3,0,Herb,Perennial
LAW069,2025,4e,JUBA,0,Grass,Perennial
LAW069,2025,4e,JUME4,0,Grass,Perennial
LAW069,2025,4e,PSPO,2,Shrub,Perennial
LAW069,2025,4e,SAEX,0,Shrub,Perennial
LAW069,2025,4e,TARA,0,Shrub,Perennial
LAW069,2025,5a,AMAC2,0,Herb,Annual
LAW069,2025,5a,ATCA2,3,Shrub,Perennial
LAW069,2025,5a,DISP,14,Grass,Perennial
LAW069,2025,5a,ELTR3,0,Grass,Perennial
LAW069,2025,5a,ERNA10,24,Shrub,Perennial
LAW069,2025,5a,HECU3,0,Herb,Perennial
LAW069,2025,5a,JUBA,0,Grass,Perennial
LAW069,2025,5a,JUME4,0,Grass,Perennial
LAW069,2025,5a,PSPO,0,Shrub,Perennial
LAW069,2025,5a,SAEX,0,Shrub,Perennial
LAW069,2025,5a,TARA,0,Shrub,Perennial
LAW069,2025,6a,AMAC2,0,Herb,Annual
LAW069,2025,6a,ATCA2,9,Shrub,Perennial
LAW069,2025,6a,DISP,0,Grass,Perennial
LAW069,2025,6a,ELTR3,0,Grass,Perennial
LAW069,2025,6a,ERNA10,16,Shrub,Perennial
LAW069,2025,6a,HECU3,0,Herb,Perennial
LAW069,2025,6a,JUBA,0,Grass,Perennial
LAW069,2025,6a,JUME4,0,Grass,Perennial
LAW069,2025,6a,PSPO,2,Shrub,Perennial
LAW069,2025,6a,SAEX,0,Shrub,Perennial
LAW069,2025,6a,TARA,0,Shrub,Perennial
LAW069,2025,7a,AMAC2,0,Herb,Annual
LAW069,2025,7a,ATCA2,14,Shrub,Perennial
LAW069,2025,7a,DISP,0,Grass,Perennial
LAW069,2025,7a,ELTR3,0,Grass,Perennial
LAW069,2025,7a,ERNA10,7,Shrub,Perennial
LAW069,2025,7a,HECU3,0,Herb,Perennial
LAW069,2025,7a,JUBA,0,Grass,Perennial
LAW069,2025,7a,JUME4,0,Grass,Perennial
LAW069,2025,7a,PSPO,4,Shrub,Perennial
LAW069,2025,7a,SAEX,0,Shrub,Perennial
LAW069,2025,7a,TARA,0,Shrub,Perennial
LAW069,2025,8a,AMAC2,0,Herb,Annual
LAW069,2025,8a,ATCA2,5,Shrub,Perennial
LAW069,2025,8a,DISP,22,Grass,Perennial
LAW069,2025,8a,ELTR3,1,Grass,Perennial
LAW069,2025,8a,ERNA10,1,Shrub,Perennial
LAW069,2025,8a,HECU3,2,Herb,Perennial
LAW069,2025,8a,JUBA,26,Grass,Perennial
LAW069,2025,8a,JUME4,6,Grass,Perennial
LAW069,2025,8a,PSPO,2,Shrub,Perennial
LAW069,2025,8a,SAEX,1,Shrub,Perennial
LAW069,2025,8a,TARA,1,Shrub,Perennial
LAW091,2022,1,KRLA2,1,Shrub,Perennial
LAW091,2022,1,LYAN,7,Shrub,Perennial
LAW091,2022,1,PSARM,8,Shrub,Perennial
LAW091,2022,1,TEAX,2,Shrub,Perennial
LAW091,2025,1,ATCO,2,Shrub,Perennial
LAW091,2025,1,ATCO,3,Shrub,Perennial
LAW091,2025,1,GRSP,1,Shrub,Perennial
LAW091,2025,1,GRSP,2,Shrub,Perennial
LAW091,2025,1,LYAN,13,Shrub,Perennial
LAW091,2025,1,LYAN,6,Shrub,Perennial
LAW091,2025,1,PSARM,1,Shrub,Perennial
LAW091,2025,2,ATCA2,1,Shrub,Perennial
LAW091,2025,2,ATCA2,6,Shrub,Perennial
LAW091,2025,2,PSPO,6,Shrub,Perennial
LAW091,2025,2,SATR12,8,Herb,Annual
LAW091,2025,2,SATR12,7,Herb,Annual
LAW091,2025,3,ATPO,7,Shrub,Perennial
LAW091,2025,3,ATPO,19,Shrub,Perennial
LAW091,2025,3,SATR12,1,Herb,Annual
LAW091,2025,3,SATR12,1,Herb,Annual
LAW091,2025,4,ATCO,5,Shrub,Perennial
LAW091,2025,4,ATCO,6,Shrub,Perennial
LAW091,2025,4,LYAN,5,Shrub,Perennial
LAW091,2025,4,PSARM,2,Shrub,Perennial
LAW091,2025,4,TEAX,1,Shrub,Perennial
LAW091,2025,4,TEAX,1,Shrub,Perennial
LAW091,2025,5,ATCO,3,Shrub,Perennial
LAW091,2025,5,ATCO,4,Shrub,Perennial
LAW091,2025,5,GRSP,1,Shrub,Perennial
LAW091,2025,5,GRSP,6,Shrub,Perennial
LAW091,2025,5,HYSA,5,Shrub,Perennial
LAW091,2025,5,KRLA2,1,Shrub,Perennial
LAW091,2025,5,KRLA2,6,Shrub,Perennial
LAW091,2025,5,PSARM,4,Shrub,Perennial
LAW091,2025,5,PSARM,3,Shrub,Perennial
LAW091,2025,5,PSPO,1,Shrub,Perennial
LAW091,2025,5,SATR12,1,Herb,Annual
LAW091,2025,5,SPAM2,1,Herb,Perennial
LAW091,2025,5,TEAX,2,Shrub,Perennial
LAW091,2025,6,ATCA2,4,Shrub,Perennial
LAW091,2025,6,KRLA2,2,Shrub,Perennial
LAW091,2025,6,KRLA2,1,Shrub,Perennial
LAW091,2025,6,PSPO,3,Shrub,Perennial
LAW091,2025,6,PSPO,4,Shrub,Perennial
LAW091,2025,6,SATR12,9,Herb,Annual
LAW091,2025,6,SATR12,12,Herb,Annual
LAW091,2025,7,ATCO,1,Shrub,Perennial
LAW091,2025,7,ATCO,2,Shrub,Perennial
LAW091,2025,7,HYSA,7,Shrub,Perennial
LAW091,2025,7,HYSA,7,Shrub,Perennial
LAW091,2025,7,LYAN,2,Shrub,Perennial
LAW091,2025,7,PSARM,2,Shrub,Perennial
LAW091,2025,7,PSARM,6,Shrub,Perennial
LAW091,2025,8,ATCO,4,Shrub,Perennial
LAW091,2025,8,ATCO,3,Shrub,Perennial
LAW091,2025,8,LYAN,4,Shrub,Perennial
LAW091,2025,8,LYAN,5,Shrub,Perennial
LAW091,2025,8,PSARM,4,Shrub,Perennial
LAW091,2025,8,PSARM,5,Shrub,Perennial
LAW093,2022,10,KRLA2,2,Shrub,Perennial
LAW093,2022,10,PSARM,5,Shrub,Perennial
LAW093,2022,10,TEAX,5,Shrub,Perennial
LAW093,2022,11,KRLA2,2,Shrub,Perennial
LAW093,2022,11,PSARM,5,Shrub,Perennial
LAW093,2022,11,PSPO,1,Shrub,Perennial
LAW093,2022,12,KRLA2,4,Shrub,Perennial
LAW093,2022,12,PSARM,4,Shrub,Perennial
LAW093,2022,12,TEAX,2,Shrub,Perennial
LAW093,2022,13,ATCA2,1,Shrub,Perennial
LAW093,2022,13,PSARM,14,Shrub,Perennial
LAW093,2022,13,PSPO,13,Shrub,Perennial
LAW093,2022,13,SATR12,1,Herb,Annual
LAW093,2022,14,KRLA2,4,Shrub,Perennial
LAW093,2022,14,PSPO,9,Shrub,Perennial
LAW093,2022,14,SATR12,3,Herb,Annual
LAW093,2022,15,ATCA2,1,Shrub,Perennial
LAW093,2022,15,ATCO,2,Shrub,Perennial
LAW093,2022,15,ERNA10,1,Shrub,Perennial
LAW093,2022,15,KRLA2,3,Shrub,Perennial
LAW093,2022,15,PSARM,2,Shrub,Perennial
LAW093,2022,15,SATR12,1,Herb,Annual
LAW093,2022,2,EPNE,4,Shrub,Perennial
LAW093,2022,2,PSARM,3,Shrub,Perennial
LAW093,2022,2,PSPO,6,Shrub,Perennial
LAW093,2022,2,TEAX,1,Shrub,Perennial
LAW093,2022,3,ATCA2,1,Shrub,Perennial
LAW093,2022,3,KRLA2,1,Shrub,Perennial
LAW093,2022,3,PSARM,7,Shrub,Perennial
LAW093,2022,3,PSPO,3,Shrub,Perennial
LAW093,2022,3,TEAX,2,Shrub,Perennial
LAW093,2022,4,ATCO,1,Shrub,Perennial
LAW093,2022,4,KRLA2,3,Shrub,Perennial
LAW093,2022,4,PSARM,5,Shrub,Perennial
LAW093,2022,4,TEAX,6,Shrub,Perennial
LAW093,2022,5,EPNE,5,Shrub,Perennial
LAW093,2022,5,KRLA2,1,Shrub,Perennial
LAW093,2022,5,PSARM,11,Shrub,Perennial
LAW093,2022,6,ATCA2,2,Shrub,Perennial
LAW093,2022,6,KRLA2,6,Shrub,Perennial
LAW093,2022,6,PSARM,4,Shrub,Perennial
LAW093,2022,6,TEAX,1,Shrub,Perennial
LAW093,2022,7,KRLA2,2,Shrub,Perennial
LAW093,2022,7,PSARM,6,Shrub,Perennial
LAW093,2022,7,TEAX,3,Shrub,Perennial
LAW093,2022,8,PSARM,2,Shrub,Perennial
LAW093,2022,8,SATR12,4,Herb,Annual
LAW093,2022,9,KRLA2,3,Shrub,Perennial
LAW093,2022,9,PSARM,5,Shrub,Perennial
LAW093,2022,9,TEAX,4,Shrub,Perennial
LAW093,2025,1,ATCO,1,Shrub,Perennial
LAW093,2025,1,KRLA2,11,Shrub,Perennial
LAW093,2025,1,PSARM,9,Shrub,Perennial
LAW093,2025,1,SATR12,1,Herb,Annual
LAW093,2025,1,TEAX,1,Shrub,Perennial
LAW093,2025,2,ATCA2,1,Shrub,Perennial
LAW093,2025,2,KRLA2,3,Shrub,Perennial
LAW093,2025,2,PSARM,3,Shrub,Perennial
LAW093,2025,2,PSPO,4,Shrub,Perennial
LAW093,2025,2,TEAX,2,Shrub,Perennial
LAW093,2025,3,ATCO,1,Shrub,Perennial
LAW093,2025,3,KRLA2,7,Shrub,Perennial
LAW093,2025,3,PSARM,11,Shrub,Perennial
LAW093,2025,3,PSPO,2,Shrub,Perennial
LAW093,2025,3,TEAX,4,Shrub,Perennial
LAW093,2025,4,KRLA2,8,Shrub,Perennial
LAW093,2025,4,PSARM,9,Shrub,Perennial
LAW093,2025,4,TEAX,3,Shrub,Perennial
LAW093,2025,5,ATCA2,12,Shrub,Perennial
LAW093,2025,5,KRLA2,2,Shrub,Perennial
LAW093,2025,5,PSARM,10,Shrub,Perennial
LAW093,2025,5,PSPO,11,Shrub,Perennial
LAW093,2025,5,SATR12,1,Herb,Annual
LAW104,2023,1,ATTO,2,Shrub,Perennial
LAW104,2023,1,BAHY,5,Herb,Annual
LAW104,2023,1,CHBE4,1,Herb,Annual
LAW104,2023,1,ERIOG,3,Herb_Shrub,Annual/Perennial
LAW104,2023,1,SAVE4,14,Shrub,Perennial
LAW104,2023,10,ATTO,5,Shrub,Perennial
LAW104,2023,10,BAHY,19,Herb,Annual
LAW104,2023,10,SATR12,29,Herb,Annual
LAW104,2023,11,ATSE2,1,Herb,Annual
LAW104,2023,11,ATTO,5,Shrub,Perennial
LAW104,2023,11,BAHY,1,Herb,Annual
LAW104,2023,11,HAGL,6,Herb,Annual
LAW104,2023,11,SATR12,11,Herb,Annual
LAW104,2023,12,ATTO,2,Shrub,Perennial
LAW104,2023,12,ERIOG,1,Herb_Shrub,Annual/Perennial
LAW104,2023,12,SATR12,5,Herb,Annual
LAW104,2023,12,SAVE4,7,Shrub,Perennial
LAW104,2023,2,ATTO,18,Shrub,Perennial
LAW104,2023,2,BAHY,4,Herb,Annual
LAW104,2023,2,SATR12,1,Herb,Annual
LAW104,2023,2,SPAI,3,Grass,Perennial
LAW104,2023,3,ATTO,1,Shrub,Perennial
LAW104,2023,3,BAHY,6,Herb,Annual
LAW104,2023,3,HAGL,4,Herb,Annual
LAW104,2023,3,SATR12,17,Herb,Annual
LAW104,2023,3,SAVE4,9,Shrub,Perennial
LAW104,2023,4,ATTO,8,Shrub,Perennial
LAW104,2023,4,BAHY,33,Herb,Annual
LAW104,2023,4,SATR12,6,Herb,Annual
LAW104,2023,5,ATTO,2,Shrub,Perennial
LAW104,2023,5,CHBE4,1,Herb,Annual
LAW104,2023,5,HAGL,2,Herb,Annual
LAW104,2023,5,SATR12,17,Herb,Annual
LAW104,2023,6,ATTO,6,Shrub,Perennial
LAW104,2023,6,BAHY,1,Herb,Annual
LAW104,2023,6,HAGL,1,Herb,Annual
LAW104,2023,6,SATR12,20,Herb,Annual
LAW104,2023,6,SAVE4,1,Shrub,Perennial
LAW104,2023,7,ATCO,1,Shrub,Perennial
LAW104,2023,7,ATTO,3,Shrub,Perennial
LAW104,2023,7,SAVE4,14,Shrub,Perennial
LAW104,2023,8,ATTO,3,Shrub,Perennial
LAW104,2023,8,SATR12,3,Herb,Annual
LAW104,2023,8,SAVE4,10,Shrub,Perennial
LAW104,2023,9,ATTO,4,Shrub,Perennial
LAW104,2023,9,BAHY,2,Herb,Annual
LAW104,2023,9,HAGL,13,Herb,Annual
LAW104,2023,9,SATR12,3,Herb,Annual
LAW104,2025,1a,ATTO,1,Shrub,Perennial
LAW104,2025,1a,ATTR,0,Herb,Annual
LAW104,2025,1a,BAHY,1,Herb,Annual
LAW104,2025,1a,HECU3,2,Herb,Perennial
LAW104,2025,1a,IVAX,0,Herb,Perennial
LAW104,2025,1a,SAVE4,5,Shrub,Perennial
LAW104,2025,2a,ATTO,0,Shrub,Perennial
LAW104,2025,2a,ATTR,6,Herb,Annual
LAW104,2025,2a,BAHY,0,Herb,Annual
LAW104,2025,2a,HECU3,0,Herb,Perennial
LAW104,2025,2a,IVAX,0,Herb,Perennial
LAW104,2025,2a,SAVE4,6,Shrub,Perennial
LAW104,2025,3b,ATTO,0,Shrub,Perennial
LAW104,2025,3b,ATTR,8,Herb,Annual
LAW104,2025,3b,BAHY,0,Herb,Annual
LAW104,2025,3b,HECU3,0,Herb,Perennial
LAW104,2025,3b,IVAX,0,Herb,Perennial
LAW104,2025,3b,SAVE4,7,Shrub,Perennial
LAW104,2025,4a,ATTO,0,Shrub,Perennial
LAW104,2025,4a,ATTR,2,Herb,Annual
LAW104,2025,4a,BAHY,3,Herb,Annual
LAW104,2025,4a,HECU3,0,Herb,Perennial
LAW104,2025,4a,IVAX,1,Herb,Perennial
LAW104,2025,4a,SAVE4,2,Shrub,Perennial
LAW104,2025,5a,ATTO,0,Shrub,Perennial
LAW104,2025,5a,ATTR,0,Herb,Annual
LAW104,2025,5a,BAHY,3,Herb,Annual
LAW104,2025,5a,HECU3,0,Herb,Perennial
LAW104,2025,5a,IVAX,1,Herb,Perennial
LAW104,2025,5a,SAVE4,0,Shrub,Perennial
LAW117,2022,1,KRLA2,2,Shrub,Perennial
LAW117,2022,1,PSARM,6,Shrub,Perennial
LAW117,2022,10,ATCO,4,Shrub,Perennial
LAW117,2022,10,PSARM,3,Shrub,Perennial
LAW117,2022,10,SATR12,1,Herb,Annual
LAW117,2022,11,PSARM,6,Shrub,Perennial
LAW117,2022,12,ATCO,2,Shrub,Perennial
LAW117,2022,12,KRLA2,1,Shrub,Perennial
LAW117,2022,12,PSARM,7,Shrub,Perennial
LAW117,2022,14,KRLA2,3,Shrub,Perennial
LAW117,2022,14,PSARM,9,Shrub,Perennial
LAW117,2022,15,KRLA2,2,Shrub,Perennial
LAW117,2022,15,PSARM,7,Shrub,Perennial
LAW117,2022,16,ATCO,2,Shrub,Perennial
LAW117,2022,16,KRLA2,1,Shrub,Perennial
LAW117,2022,16,PSARM,8,Shrub,Perennial
LAW117,2022,17,KRLA2,1,Shrub,Perennial
LAW117,2022,17,PSARM,5,Shrub,Perennial
LAW117,2022,18,ATCO,1,Shrub,Perennial
LAW117,2022,18,KRLA2,1,Shrub,Perennial
LAW117,2022,18,PSARM,5,Shrub,Perennial
LAW117,2022,19,ATCO,2,Shrub,Perennial
LAW117,2022,19,PSARM,4,Shrub,Perennial
LAW117,2022,20,ATCO,13,Shrub,Perennial
LAW117,2022,20,PSARM,3,Shrub,Perennial
LAW117,2022,21,ATCO,3,Shrub,Perennial
LAW117,2022,21,PSARM,13,Shrub,Perennial
LAW117,2022,21,SATR12,2,Herb,Annual
LAW117,2022,22,ATCO,1,Shrub,Perennial
LAW117,2022,22,PSARM,3,Shrub,Perennial
LAW117,2022,22,TEAX,3,Shrub,Perennial
LAW117,2022,23,ATCO,4,Shrub,Perennial
LAW117,2022,23,PSARM,8,Shrub,Perennial
LAW117,2022,24,ATCO,2,Shrub,Perennial
LAW117,2022,24,KRLA2,2,Shrub,Perennial
LAW117,2022,24,PSARM,7,Shrub,Perennial
LAW117,2022,25,ATCO,3,Shrub,Perennial
LAW117,2022,25,KRLA2,5,Shrub,Perennial
LAW117,2022,25,PSARM,6,Shrub,Perennial
LAW117,2022,25,TEGL,1,Shrub,Perennial
LAW117,2022,26,ATCO,5,Shrub,Perennial
LAW117,2022,26,PSARM,5,Shrub,Perennial
LAW117,2022,27,ATCO,1,Shrub,Perennial
LAW117,2022,27,PSARM,5,Shrub,Perennial
LAW117,2022,28,ATCO,8,Shrub,Perennial
LAW117,2022,28,PSARM,2,Shrub,Perennial
LAW117,2022,28,SATR12,1,Herb,Annual
LAW117,2022,29,ATCO,6,Shrub,Perennial
LAW117,2022,29,KRLA2,1,Shrub,Perennial
LAW117,2022,29,PSARM,4,Shrub,Perennial
LAW117,2022,3,ATCO,3,Shrub,Perennial
LAW117,2022,3,PSARM,5,Shrub,Perennial
LAW117,2022,30,ATCO,3,Shrub,Perennial
LAW117,2022,30,PSARM,7,Shrub,Perennial
LAW117,2022,31,ATCO,1,Shrub,Perennial
LAW117,2022,31,PSARM,4,Shrub,Perennial
LAW117,2022,32,ATCO,1,Shrub,Perennial
LAW117,2022,32,EPNE,3,Shrub,Perennial
LAW117,2022,32,KRLA2,4,Shrub,Perennial
LAW117,2022,32,PSARM,10,Shrub,Perennial
LAW117,2022,33,ATCO,1,Shrub,Perennial
LAW117,2022,33,LEPID,1,Herb_Shrub,Annual/Perennial
LAW117,2022,33,PSARM,4,Shrub,Perennial
LAW117,2022,34,ATCO,1,Shrub,Perennial
LAW117,2022,34,PSARM,6,Shrub,Perennial
LAW117,2022,34,TEGL,2,Shrub,Perennial
LAW117,2022,35,PSARM,2,Shrub,Perennial
LAW117,2022,35,TEAX,1,Shrub,Perennial
LAW117,2022,36,ATCO,1,Shrub,Perennial
LAW117,2022,36,EPNE,2,Shrub,Perennial
LAW117,2022,36,KRLA2,1,Shrub,Perennial
LAW117,2022,36,PSARM,7,Shrub,Perennial
LAW117,2022,37,ATCO,1,Shrub,Perennial
LAW117,2022,37,EPNE,1,Shrub,Perennial
LAW117,2022,37,LYAN,2,Shrub,Perennial
LAW117,2022,37,PSARM,6,Shrub,Perennial
LAW117,2022,38,ATCO,1,Shrub,Perennial
LAW117,2022,38,LYAN,2,Shrub,Perennial
LAW117,2022,38,PSARM,10,Shrub,Perennial
LAW117,2022,39,ATCO,3,Shrub,Perennial
LAW117,2022,39,PSARM,4,Shrub,Perennial
LAW117,2022,4,ATCO,2,Shrub,Perennial
LAW117,2022,4,KRLA2,3,Shrub,Perennial
LAW117,2022,4,PSARM,9,Shrub,Perennial
LAW117,2022,40,ATCO,3,Shrub,Perennial
LAW117,2022,40,KRLA2,3,Shrub,Perennial
LAW117,2022,40,PSARM,1,Shrub,Perennial
LAW117,2022,40,TEAX,1,Shrub,Perennial
LAW117,2022,40,TEGL,1,Shrub,Perennial
LAW117,2022,41,ATCO,3,Shrub,Perennial
LAW117,2022,41,KRLA2,5,Shrub,Perennial
LAW117,2022,41,PSARM,10,Shrub,Perennial
LAW117,2022,41,SATR12,1,Herb,Annual
LAW117,2022,42,KRLA2,2,Shrub,Perennial
LAW117,2022,42,PSARM,4,Shrub,Perennial
LAW117,2022,42,TEAX,2,Shrub,Perennial
LAW117,2022,43,PSARM,3,Shrub,Perennial
LAW117,2022,44,EPNE,2,Shrub,Perennial
LAW117,2022,44,PSARM,5,Shrub,Perennial
LAW117,2022,44,TEAX,2,Shrub,Perennial
LAW117,2022,45,PSARM,3,Shrub,Perennial
LAW117,2022,46,ATCO,1,Shrub,Perennial
LAW117,2022,46,PSARM,2,Shrub,Perennial
LAW117,2022,47,ATCO,1,Shrub,Perennial
LAW117,2022,47,PSARM,5,Shrub,Perennial
LAW117,2022,48,PSARM,2,Shrub,Perennial
LAW117,2022,48,SATR12,2,Herb,Annual
LAW117,2022,49,ATCO,1,Shrub,Perennial
LAW117,2022,49,PSARM,9,Shrub,Perennial
LAW117,2022,5,ATCO,4,Shrub,Perennial
LAW117,2022,5,PSARM,3,Shrub,Perennial
LAW117,2022,50,ATCO,1,Shrub,Perennial
LAW117,2022,50,PSARM,6,Shrub,Perennial
LAW117,2022,6,ATCO,2,Shrub,Perennial
LAW117,2022,6,PSARM,5,Shrub,Perennial
LAW117,2022,6,SATR12,1,Herb,Annual
LAW117,2022,7,ATCO,3,Shrub,Perennial
LAW117,2022,7,KRLA2,2,Shrub,Perennial
LAW117,2022,7,PSARM,6,Shrub,Perennial
LAW117,2022,8,ATCO,3,Shrub,Perennial
LAW117,2022,8,PSARM,10,Shrub,Perennial
LAW117,2022,9,KRLA2,2,Shrub,Perennial
LAW117,2022,9,PSARM,7,Shrub,Perennial
LAW117,2022,9,TEGL,3,Shrub,Perennial
LAW117,2025,1,KRLA2,7,Shrub,Perennial
LAW117,2025,1,PSARM,9,Shrub,Perennial
LAW117,2025,10,KRLA2,2,Shrub,Perennial
LAW117,2025,10,PSARM,5,Shrub,Perennial
LAW117,2025,10,SATR12,1,Herb,Annual
LAW117,2025,11,ATPO,31,Shrub,Perennial
LAW117,2025,12,ATCO,5,Shrub,Perennial
LAW117,2025,12,KRLA2,3,Shrub,Perennial
LAW117,2025,12,PSARM,4,Shrub,Perennial
LAW117,2025,13,ATCO,10,Shrub,Perennial
LAW117,2025,13,KRLA2,1,Shrub,Perennial
LAW117,2025,13,PSARM,1,Shrub,Perennial
LAW117,2025,14,ATCO,2,Shrub,Perennial
LAW117,2025,14,KRLA2,7,Shrub,Perennial
LAW117,2025,14,PSARM,6,Shrub,Perennial
LAW117,2025,15,ATCO,5,Shrub,Perennial
LAW117,2025,15,PSARM,8,Shrub,Perennial
LAW117,2025,15,TEAX,2,Shrub,Perennial
LAW117,2025,16,ATCO,1,Shrub,Perennial
LAW117,2025,16,KRLA2,3,Shrub,Perennial
LAW117,2025,16,PSARM,12,Shrub,Perennial
LAW117,2025,17,ATCO,5,Shrub,Perennial
LAW117,2025,17,SART12,1,NA,NA
LAW117,2025,18,PSARM,13,Shrub,Perennial
LAW117,2025,18,TEAX,2,Shrub,Perennial
LAW117,2025,19,ATCO,12,Shrub,Perennial
LAW117,2025,19,ATCO,7,Shrub,Perennial
LAW117,2025,19,KRLA2,2,Shrub,Perennial
LAW117,2025,19,PSARM,3,Shrub,Perennial
LAW117,2025,19,PSARM,5,Shrub,Perennial
LAW117,2025,2,ATCO,1,Shrub,Perennial
LAW117,2025,2,KRLA2,10,Shrub,Perennial
LAW117,2025,2,PIDE4,1,Shrub,Perennial
LAW117,2025,2,PSARM,3,Shrub,Perennial
LAW117,2025,20,ATCO,4,Shrub,Perennial
LAW117,2025,20,KRLA2,2,Shrub,Perennial
LAW117,2025,20,PSARM,5,Shrub,Perennial
LAW117,2025,21,ATCO,2,Shrub,Perennial
LAW117,2025,21,KRLA2,3,Shrub,Perennial
LAW117,2025,21,PSARM,9,Shrub,Perennial
LAW117,2025,21,TEAX,1,Shrub,Perennial
LAW117,2025,21,XYTO2,1,Shrub,Perennial
LAW117,2025,22,ATCO,3,Shrub,Perennial
LAW117,2025,22,PSARM,10,Shrub,Perennial
LAW117,2025,23,ATCO,4,Shrub,Perennial
LAW117,2025,23,ERIN4,1,Herb,Annual/Perennial
LAW117,2025,23,PSARM,7,Shrub,Perennial
LAW117,2025,24,ATCO,8,Shrub,Perennial
LAW117,2025,24,PSARM,10,Shrub,Perennial
LAW117,2025,25,ATCO,5,Shrub,Perennial
LAW117,2025,25,PSARM,1,Shrub,Perennial
LAW117,2025,26,ATCO,3,Shrub,Perennial
LAW117,2025,26,EPHED,1,Shrub,Perennial
LAW117,2025,26,PSARM,11,Shrub,Perennial
LAW117,2025,27,ATCO,2,Shrub,Perennial
LAW117,2025,27,PSARM,6,Shrub,Perennial
LAW117,2025,28,ATCO,5,Shrub,Perennial
LAW117,2025,28,PSARM,4,Shrub,Perennial
LAW117,2025,29,KRLA2,1,Shrub,Perennial
LAW117,2025,29,PSARM,5,Shrub,Perennial
LAW117,2025,29,TEAX,3,Shrub,Perennial
LAW117,2025,3,ATCO,4,Shrub,Perennial
LAW117,2025,3,KRLA2,3,Shrub,Perennial
LAW117,2025,3,PSARM,7,Shrub,Perennial
LAW117,2025,30,ATCO,5,Shrub,Perennial
LAW117,2025,30,ERIN4,1,Herb,Annual/Perennial
LAW117,2025,30,PSARM,11,Shrub,Perennial
LAW117,2025,4,ATCO,2,Shrub,Perennial
LAW117,2025,4,PSARM,13,Shrub,Perennial
LAW117,2025,5,KRLA2,5,Shrub,Perennial
LAW117,2025,5,PSARM,5,Shrub,Perennial
LAW117,2025,5,TEAX,4,Shrub,Perennial
LAW117,2025,6,ATCO,5,Shrub,Perennial
