parcel,quad,parcel_code,segment_key,species,hits,survey_year,source_file,length_m,n_possible_hits,intercept_spacing_m,denominator_source,percent_cover
BGP160E,BGP,160E,2.6-2.7,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.24,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.7-2.0,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.1-3.2,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.56,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.2-3.3,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.68,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.3-3.4,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.4-3.5,ATCO,2,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.69,201,0.5,gis_post_distance,0.9950248756218906
BGP160E,BGP,160E,3.5-3.6,ATCO,4,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.12,202,0.5,gis_post_distance,1.9801980198019802
BGP160E,BGP,160E,3.6-3.7,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,97.99,196,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.7-3.0,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.36,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.1-4.2,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.2-4.3,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.68,197,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.3-4.4,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.34,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.4-4.5,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.13,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.5-4.6,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.69,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.6-4.7,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.25,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.7-4.0,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.92,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.1-5.2,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.15,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.2-5.3,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.49,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.3-5.4,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.4-5.5,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.5-5.6,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.44,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.6-5.7,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.42,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.7-5.0,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.1-6.2,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.76,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.2-6.3,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.35,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.3-6.4,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.79,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.4-6.5,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.44,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.5-6.6,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.9,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.6-6.7,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.8,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.7-6.0,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.33,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.1-7.2,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.18,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.2-7.3,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.7,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.3-7.4,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.58,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.4-7.5,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.47,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.5-7.6,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.74,205,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.6-7.7,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.59,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.7-7.0,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.82,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.1-8.2,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.03,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.2-8.3,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.95,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.3-8.4,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.21,196,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.4-8.5,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,103.14,206,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.5-8.0,ATCO,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.83,198,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.1-1.2,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.2,204,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.2-1.3,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.3-1.4,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.6,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.4-1.5,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.22,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.5-1.6,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.93,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.6-1.7,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.68,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.7-1.0,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.14,204,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.1-2.2,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.19,204,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.2-2.3,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.1,198,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.3-2.4,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.55,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.4-2.5,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.95,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.5-2.6,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.79,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.6-2.7,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.24,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.7-2.0,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.1-3.2,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.56,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.2-3.3,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.68,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.3-3.4,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.4-3.5,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.69,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.5-3.6,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.12,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.6-3.7,ROPS,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,97.99,196,0.5,gis_post_distance,0.5102040816326531
BGP160E,BGP,160E,3.7-3.0,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.36,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.1-4.2,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.2-4.3,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.68,197,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.3-4.4,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.34,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.4-4.5,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.13,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.5-4.6,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.69,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.6-4.7,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.25,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.7-4.0,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.92,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.1-5.2,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.15,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.2-5.3,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.49,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.3-5.4,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.4-5.5,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.5-5.6,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.44,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.6-5.7,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.42,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.7-5.0,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.1-6.2,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.76,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.2-6.3,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.35,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.3-6.4,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.79,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.4-6.5,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.44,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.5-6.6,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.9,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.6-6.7,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.8,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.7-6.0,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.33,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.1-7.2,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.18,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.2-7.3,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.7,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.3-7.4,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.58,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.4-7.5,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.47,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.5-7.6,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.74,205,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.6-7.7,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.59,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.7-7.0,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.82,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.1-8.2,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.03,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.2-8.3,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.95,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.3-8.4,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.21,196,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.4-8.5,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,103.14,206,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.5-8.0,ROPS,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.83,198,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.1-1.2,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.2,204,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.2-1.3,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.3-1.4,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.6,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.4-1.5,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.22,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.5-1.6,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.93,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.6-1.7,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.68,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.7-1.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.14,204,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.1-2.2,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.19,204,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.2-2.3,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.1,198,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.3-2.4,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.55,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.4-2.5,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.95,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.5-2.6,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.79,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.6-2.7,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.24,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.7-2.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.1-3.2,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.56,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.2-3.3,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.68,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.3-3.4,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.4-3.5,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.69,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.5-3.6,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.12,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.6-3.7,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,97.99,196,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.7-3.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.36,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.1-4.2,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.2-4.3,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.68,197,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.3-4.4,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.34,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.4-4.5,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.13,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.5-4.6,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.69,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.6-4.7,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.25,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.7-4.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.92,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.1-5.2,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.15,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.2-5.3,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.49,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.3-5.4,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.4-5.5,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.5-5.6,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.44,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.6-5.7,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.42,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.7-5.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.1-6.2,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.76,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.2-6.3,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.35,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.3-6.4,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.79,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.4-6.5,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.44,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.5-6.6,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.9,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.6-6.7,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.8,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,6.7-6.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.33,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.1-7.2,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.18,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.2-7.3,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.7,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.3-7.4,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.58,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.4-7.5,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.47,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.5-7.6,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.74,205,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.6-7.7,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.59,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.7-7.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.82,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.1-8.2,SPAI,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.03,200,0.5,gis_post_distance,0.5
BGP160E,BGP,160E,8.2-8.3,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.95,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.3-8.4,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.21,196,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.4-8.5,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,103.14,206,0.5,gis_post_distance,0
