parcel,transect,species,hits,year,bearing,parcel_aggregate,NameChange,SubClass,SuperOrder,alt_order,Order,Family,Species,Genus,Species.1,CommonName,OtherNotes,SourceCode,Phreatophyte,Noxious,Toxic,WeedyInOV,RareOrUncommon,Lifecycle,Veg_Type,USDA0,USDA8,Group,Provenance,Lifeform,Spore.Seed,Gymnosperm.Angio,Monocot.Dicot,tbl_species_veg_type_ID,addition_origin,percent_cover,tcov
LAW094,55,KRLA2,6,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Winterfat,NA,"1,2,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3,3
LAW094,56,SATR12,23,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,11.5,11.5
LAW094,56,ERNA10,4,2022,NA,LAW094,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,2,2
LAW094,56,ATCA2,12,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,6,6
LAW094,56,SPAI,4,2022,NA,LAW094,0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,2,2
LAW094,56,DISP,1,2022,NA,LAW094,0,NA,NA,NA,Poales,Poaceae,Distichlis spicata,Distichlis,spicata,Saltgrass,NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FACW,FAC+*,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,0.5,0.5
LAW094,57,SATR12,18,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,9,9
LAW094,57,ATCA2,14,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7,7.000000000000001
LAW094,57,ATPO,9,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5,4.5
LAW094,58,SATR12,22,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,11,11
LAW094,58,ATTO,9,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5,4.5
LAW094,58,ERNA10,6,2022,NA,LAW094,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,3,3
LAW094,58,ENFA,3,2022,NA,LAW094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5
LAW094,58,ATCA2,5,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5,2.5
LAW094,59,SATR12,24,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,12,12
LAW094,59,ERNA10,8,2022,NA,LAW094,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,4,4
LAW094,59,ATCA2,15,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7.5,7.5
LAW094,59,SPAI,1,2022,NA,LAW094,0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,0.5,0.5
LAW094,60,SATR12,18,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,9,9
LAW094,60,ATTO,8,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4,4
LAW094,60,ATCA2,9,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5,4.5
LAW094,60,SPAI,3,2022,NA,LAW094,0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,1.5,1.5
LAW094,60,ATPO,2,2022,NA,LAW094,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW090,61,ATPO,3,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5,1.5
LAW090,61,SATR12,1,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,61,ATCA2,2,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW090,61,ATTO,11,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,5.5,5.5
LAW090,61,SAVE4,6,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Phrymaceae,Sarcobatus vermiculatus,Sarcobatus,vermiculatus,Greasewood,NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,shrub,FACU,FACU*,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3,3
LAW090,61,POFR2,5,2022,NA,LAW090,0,NA,NA,NA,Salicales,Salicaceae,Populus fremontii,Populus,fremontii,"cottonwood, Fremont's /Alamo",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,tree,FACW,FACW*,2,Native,Tree,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5,2.5
LAW090,61,SPAI,2,2022,NA,LAW090,0,NA,NA,NA,Poales,Poaceae,Sporobolus airoides,Sporobolus,airoides,"sacaton, Alkali",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,1,1
LAW090,62,ERNA10,9,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,4.5,4.5
LAW090,62,ATPO,10,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,5,5
LAW090,62,SATR12,8,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,4,4
LAW090,62,ATCA2,9,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5,4.5
LAW090,62,ATTO,3,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5,1.5
LAW090,62,BAHY,2,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Bassia hyssopifolia,Bassia,hyssopifolia,"bassia, Fivehook",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,-1,0,Annual,weed,FAC,FACW,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW090,62,HECU3,1,2022,NA,LAW090,0,NA,NA,NA,Boraginales,Boraginaceae,Heliotropium curassavicum,Heliotropium,curassavicum,"heliotrope, Salt",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,63,ERNA10,10,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,5,5
LAW090,63,ATPO,6,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3,3
LAW090,63,SATR12,8,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,4,4
LAW090,63,ATCA2,11,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,5.5,5.5
LAW090,64,SATR12,16,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,8,8
LAW090,64,ATCA2,21,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,10.5,10.5
LAW090,65,SATR12,8,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,4,4
LAW090,65,ATTO,43,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,21.5,21.5
LAW090,66,ERNA10,3,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,1.5,1.5
LAW090,66,ATPO,6,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3,3
LAW090,66,SATR12,1,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,66,ATCA2,14,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7,7.000000000000001
LAW090,66,ATTO,8,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4,4
LAW090,66,SAVE4,2,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Phrymaceae,Sarcobatus vermiculatus,Sarcobatus,vermiculatus,Greasewood,NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,shrub,FACU,FACU*,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW090,67,ERNA10,7,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,3.5,3.5000000000000004
LAW090,67,ATPO,3,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5,1.5
LAW090,67,SATR12,2,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW090,67,ATCA2,13,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,6.5,6.5
LAW090,67,ACHY,2,2022,NA,LAW090,-1,NA,NA,NA,Poales,Poaceae,Achnatherum hymenoides,Achnatherum,hymenoides,"ricegrass, Indian",Stipa hymenoides,"1,2,3,4,7,8",0,0,0,0,0,Perennial,grass,UPL,UPL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA,1,1
LAW090,67,ATTO,8,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4,4
LAW090,68,ATPO,9,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,4.5,4.5
LAW090,68,SATR12,19,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,9.5,9.5
LAW090,68,ATCA2,6,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3,3
LAW090,69,ATPO,15,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7.5,7.5
LAW090,69,SATR12,6,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,3,3
LAW090,69,ERNA10,4,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,2,2
LAW090,69,KRLA2,1,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Winterfat,NA,"1,2,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,69,ATTO,7,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex torreyi,Atriplex,torreyi,"saltbush, Nevada/Torrey's",NA,"1,2,3,4,5,6,8",GW dependent,0,0,0,0,Perennial,shrub,FAC,FAC-,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3.5,3.5000000000000004
LAW090,70,ATPO,7,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3.5,3.5000000000000004
LAW090,70,SATR12,5,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,2.5,2.5
LAW090,70,ATCA2,6,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,3,3
LAW090,70,ERNA10,8,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,4,4
LAW090,70,HECU3,2,2022,NA,LAW090,0,NA,NA,NA,Boraginales,Boraginaceae,Heliotropium curassavicum,Heliotropium,curassavicum,"heliotrope, Salt",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW090,71,ERNA10,6,2022,NA,LAW090,0,NA,NA,NA,Asterales,Asteraceae,Ericameria nauseosa,Ericameria,nauseosa,"rabbitbrush, Common",NA,"1,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA,3,3
LAW090,71,SATR12,17,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,8.5,8.5
LAW090,71,ATCA2,3,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5,1.5
LAW090,71,PSARM,1,2022,NA,LAW090,0,NA,NA,NA,Fabales,Fabaceae,Psorothamnus arborescens var. minutifolius,Psorothamnus,arborescens,"indigo bush, Northern Mojave",NA,"1,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,71,ATPO,3,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,1.5,1.5
LAW090,71,KRLA2,1,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Krascheninnikovia lanata,Krascheninnikovia,lanata,Winterfat,NA,"1,2,3,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,0.5,0.5
LAW090,72,SATR12,2,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Salsola tragus,Salsola,tragus,"Tumbleweed /thistle, Russian",NA,"1,3,4,8",0,-1,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA,1,1
LAW090,72,ATCA2,15,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex canescens,Atriplex,canescens,"saltbush, Fourwing",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,UPL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,7.5,7.5
LAW090,72,ATPO,10,2022,NA,LAW090,0,NA,NA,NA,Caryophyllales,Chenopodiaceae,Atriplex polycarpa,Atriplex,polycarpa,"saltbush, Allscale",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,FACU,FACU,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA,5,5
