NameChange,SubClass,SuperOrder,alt_order,Order,Family,Code,Species,Genus,Species.1,CommonName,OtherNotes,SourceCode,Phreatophyte,Noxious,Toxic,WeedyInOV,RareOrUncommon,Lifecycle,Veg_Type,USDA0,USDA8,Group,Provenance,Lifeform,Spore/Seed,Gymnosperm/Angio,Monocot/Dicot,tbl_species_veg_type_ID,addition_origin
-1,NA,NA,NA,Poales,Poaceae,LOPE,Lolium perenne,Lolium,perenne,"ryegrass, Perennial",Festuca perennis,"4,7,8",GW dependent,0,0,-1,0,Annual/Perennial,weed,FAC*,FACU,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,LOPEM2,Lolium perenne ssp. multiflorum,Lolium,perenne,"ryegrass, Italian",Festuca perennis,"1,4,6",GW dependent,0,0,-1,0,Annual/Biennial,weed,FAC*,FACU,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,LOPU3,Lotus purshianus,Lotus,purshianus,"trefoil, American birds-foot",Acmispon americanum,"4,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,"Araliales, Pittosporales",Apiales,Apiaceae,LORI2,Lomatium rigidum,Lomatium,rigidum,"lomatium, Big Pine",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polemoniales,Polemoniaceae,LOSC6,Loeseliastrum schottii,Loeseliastrum,schottii,"calico, Schott's/ Little sunbonnets",NA,"2,3",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Caryophyllaceae,LOSQ,Loeflingia squarrosa,Loeflingia,squarrosa,"loeflingia, Sage-like",NA,4,0,0,0,0,-1,Annual,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Caryophyllales,Caryophyllaceae,LOSQA,Loeflingia squarrosa var. artemisiarum,Loeflingia,squarrosa,"loeflingia, Sage-like",Loeflingia squarrosa,4,0,0,0,0,-1,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,LOST4,Lotus strigosus,Lotus,strigosus,"trefoil, Stiff-haired",Acmispon stringosus,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,LOSTH,Lotus strigosus var. hirtellus,Lotus,strigosus,"trefoil, Stiff-haired",Acmispon stringosus,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LOTUS,Lotus sp.,Lotus,sp,Trefoil,NA,"1,4,7",0,0,0,0,0,Perennial,forb,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
NA,NA,NA,NA,Fabales,Fabaceae,LOUNU,Lotus unifoliolatus var. unifoliolatus,Lotus,unifoliolatus,"trefoil, American bird's-foot",NA,"4,7",0,0,0,0,0,Annual,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,USDA CODE FOR ACAM4
0,NA,NA,NA,Fabales,Fabaceae,LUAR6,Lupinus arbustus,Lupinus,arbustus,"lupine, Longspur",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUARP3,Lupinus argenteus var. palmeri,Lupinus,argenteus,"lupine, Bluebonnet",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUBR2,Lupinus brevicaulis,Lupinus,brevicaulis,"lupine, Sand",NA,4,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUEX,Lupinus excubitus,Lupinus,excubitus,"lupine, Inyo bush/Grape soda",NA,"1,2,4,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUEXE,Lupinus excubitus var. excubitus,Lupinus,excubitus,"lupine, Inyo bush/Grape soda",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUFL,Lupinus flavoculatus,Lupinus,flavoculatus,Yellow-eyes,NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUGR2,Lupinus grayii,Lupinus,grayii,"lupine, Sierra",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,LULEC4,Lupinus lepidus ssp. confertus,Lupinus,lepidus,"lupine, Crowded",Lupinus lepidus var. confertus,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LULEC6,Lupinus lepidus var. confertus,Lupinus,lepidus,"lupine, Crowded",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Fabales,Fabaceae,LUOD,Lupinus odoratus,Lupinus,odoratus,"lupine, Mojave",NA,"2,3,4",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Myrtales,Onagraceae,LUPA,Ludwigia palustris,Ludwigia,palustris,"seedbox, Marsh",NA,7,GW dependent,0,0,0,0,Perennial,forb,OBL,NI,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Myrtales,Onagraceae,LUPE5,Ludwigia peploides,Ludwigia,peploides,"primrose, Water",NA,"2,4,7",GW dependent,0,0,0,0,Perennial,forb,OBL,NO,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUPIN,Lupinus sp.,Lupinus,sp,Lupine,NA,"1,7,8",0,0,0,0,0,Annual/Perennial,shrub,NA,NA,2,Native,Herb_Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUPO2,Lupinus polyphyllus,Lupinus,polyphyllus,"lupine, Bigleaf",NA,7,GW dependent,0,0,0,0,Perennial,forb,FACW,FACU-,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUPOB3,Lupinus polyphyllus var. burkei,Lupinus,polyphyllus,"lupine, Burke's bigleaf",NA,7,GW dependent,0,0,0,0,Perennial,forb,FACW,FACU-,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUPR,Lupinus pratensis,Lupinus,pratensis,"lupine, Inyo meadow",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUPUI2,Lupinus pusillus var. intermontanus,Lupinus,pusillus,"lupine, Intermountain",NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,LUSH,Lupinus shockleyi,Lupinus,shockleyi,"lupine, Shockley's",NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,LYAM,Lycopus americanus,Lycopus,americanus,"bugleweed, American",NA,7,GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Solanales,Solanaceae,LYAN,Lycium andersonii,Lycium,andersonii,"tomato, Desert /wolfberry, Anderson's",NA,"1,2,3,4,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,LYAS,Lycopus asper,Lycopus,asper,"bugleweed, Rough",NA,"3,5,7",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Myrtales,Lythraceae,LYCA4,Lythrum californicum,Lythrum,californicum,"loosestrife, California",NA,7,GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Solanales,Solanaceae,LYCIU,Lycium sp.,Lycium,sp,Desert-thorn,NA,8,0,0,0,0,0,Perennial,NA,NA,NA,NA,NA,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Solanales,Solanaceae,LYCO2,Lycium cooperi,Lycium,cooperi,"thorn, Peach /wolfberry, Cooper's",NA,"1,2,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,LYCOP4,Lycopus sp.,Lycopus,sp,Bugleweed,NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,LYEX3,Lygodesmia exigua,Lygodesmia,exigua,Brightwhite,Prenanthella exigua,"2,4,6",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,LYSP2,Lygodesmia spinosa,Lygodesmia,spinosa,"plant, Wool-cache",Pleiacanthus spinosus,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Capparales,Brassicaceae,MAAF,Malcolmia africana,Malcolmia,africana,"mustard, African",Strigosella africana,7,0,0,0,0,0,Annual,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,MACA17,Machaeranthera carnosa,Machaeranthera,carnosa,"aster, Shrubby alkali",Arida carnosa,"1,2,3,4,7,8",GW dependent,0,0,0,0,Perennial,shrub,FACW,OBL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,MACA2,Machaeranthera canescens,Machaeranthera,canescens,"aster, Hoary",Dieteria canescens,"2,8",0,0,0,0,0,Annual/Perennial,forb,FAC,UPL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,MACAI3,Machaeranthera carnosa var. intricata,Machaeranthera,carnosa,"aster, Shrubby alkali",Arida carnosa,"0,8",GW dependent,0,0,0,0,Perennial,shrub,FACW,OBL,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,MACHA,Machaeranthera sp.,Machaeranthera,sp,"aster, Tansy",NA,7,0,0,0,0,0,Annual/Perennial,shrub,n/a,n/a,2,Native,Herb_Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,MACO3,Malacothrix coulteri,Malacothrix,coulteri,Snake's-head,NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,MADI6,Matricaria discoidea,Matricaria,discoidea,Pineapple-weed,NA,"2,7",0,0,0,-1,0,Annual,forb,FACU,FACU,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asterales,Asteraceae,MADIA,Madia sp.,Madia,sp,Tarweed,NA,4,0,0,0,-1,0,Annual,weed,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Malvales,Malvaceae,MAFR2,Malacothamnus fremontii,Malacothamnus,fremontii,"mallow, Fremont's bush",NA,7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,MAGL3,Malacothrix glabrata,Malacothrix,glabrata,"dandelion, Desert",NA,"1,4,2,6,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Malvales,Malvaceae,MALE3,Malvella leprosa,Malvella,leprosa,"mallow, Alkali",NA,"2,4,5,7,8",GW dependent,-1,-1,0,0,Perennial,forb,FAC*,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Malvales,Malvaceae,MALVA,Malva sp.,Malva,sp,Mallow,NA,"4,6,8",0,0,0,0,0,Annual/Perennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Malvales,Malvaceae,MALVE,Malvella sp.,Malvella,sp,Mallow,NA,4,GW dependent,0,0,0,0,Perennial,forb,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,MAMA11,Matricaria matricarioides,Matricaria,matricarioides,"weed, Pineapple",Matricaria discoidea,"2,7",0,0,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Malvales,Malvaceae,MANE,Malva neglecta,Malva,neglecta,"mallow, Common",NA,"2,6,7",0,0,0,0,0,Annual/Biennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,MAOC,Matricaria occidentalis,Matricaria,occidentalis,"mayweed, Valley",NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Malvales,Malvaceae,MAPA5,Malva parviflora,Malva,parviflora,"mallow, Cheeseweed",NA,"2,8",0,0,0,-1,0,Annual,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Urticales,Moraceae,MAPO,Maclura pomifera,Maclura,pomifera,"orange, Osage",NA,7,0,0,0,0,0,Perennial,weed,NO,UPL,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,MAPU,Malus pumila,Malus,pumila,Apple,NA,"4,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Marsileales,Marsileaceae,MARSI,Marsilea sp.,Marsilea,sp,Waterclover,NA,4,GW dependent,0,0,-1,0,Perennial,weed,OBL,OBL,3,Native,Herb,Ferns or fern allies,NA,NA,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,MASO,Malacothrix sonchoides,Malacothrix,sonchoides,Yellow saucers,NA,"2,3,4,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Potamogetonales,Ruppiaceae,MAST,Maianthemum stellata,Maianthemum,stellata,"Solomon's seal, False",NA,"2,4,7",GW dependent,0,0,0,0,Perennial,forb,FAC,FAC,NA,Native,Herb,Seed bearing plants,Angiosperm,Monocot,0,NA
-1,NA,NA,NA,Rosales,Rosaceae,MASY2,Malus sylvestris,Malus,sylvestris,Apple,Malus pumila,"4,7",0,0,0,-1,0,Perennial,weed,n/a,n/a,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,MATO,Machaeranthera tortifolia,Machaeranthera,tortifolia,"aster, Mojave",Xylorhiza tortifolia,"1,2,3,4",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Marsileales,Marsileaceae,MAVE2,Marsilea vestita,Marsilea,vestita,"waterclover, Hairy",NA,7,GW dependent,0,0,0,0,Perennial,weed,OBL,OBL,3,Native,Herb,Ferns or fern allies,NA,NA,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,MAVU,Marrubium vulgare,Marrubium,vulgare,"horehound, common",NA,"2,4,7",GW dependent,0,0,-1,0,Perennial,weed,FAC,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,MEAL12,Melilotus alba,Melilotus,alba,"sweetclover, White","Melilotus albus; flw white; fru w/ network of lines, not bumpy or ridged","1,2,3,4,6,7,8",GW dependent,0,0,-1,0,Annual,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,MEAL2,Melilotus albus,Melilotus,albus,"sweetclover, White","flw white; fru w/ network of lines, not bumpy or ridged",1,GW dependent,0,0,-1,0,Annual,weed,FACU,FACU,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Loasales,Loasaceae,MEAL6,Mentzelia albicaulis,Mentzelia,albicaulis,"blazing star, Little",NA,"2,3,4,7,8",0,0,0,-1,0,Annual,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,MEAR4,Mentha arvensis,Mentha,arvensis,"mint, Wild",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,forb,FACW,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Loasales,Loasaceae,MECO2,Mentzelia congesta,Mentzelia,congesta,Flower baskets,NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,MEDIC,Medicago sp.,Medicago,sp,Burclover/Alfalfa,NA,0,GW dependent,0,0,-1,0,Annual/Perennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,MEHI,Medicago hispida,Medicago,hispida,"burclover, Common",Medicago polymorpha,1,0,0,0,-1,0,Annual,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,MEIN14,Melilotus indica,Melilotus,indica,"sweetclover, Annual yellow","Melilotus indicus; flw yellow < 3mm, fru bumpy",7,GW dependent,0,0,0,0,Annual,weed,FAC,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,MEIN2,Melilotus indicus,Melilotus,indicus,"sweetclover, Annual yellow","flw yellow < 3mm, fru bumpy",7,GW dependent,0,0,0,0,Annual,forb,FAC,FACU,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Loasales,Loasaceae,MEJO,Mentzelia jonesii,Mentzelia,jonesii,"blazing star, Jones'",NA,"2,3,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Loasales,Loasaceae,MELA2,Mentzelia laevicaulis,Mentzelia,laevicaulis,"blazing star, Tall",NA,2,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,MELE6,Melilotus leucanthus,Melilotus,leucanthus,"sweetclover, White",Melilotus albus,8,GW dependent,0,0,-1,0,Annual,weed,FACU,FACU,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Fabales,Fabaceae,MELIL,Melilotus sp.,Melilotus,sp,sweetclover,NA,8,0,0,0,0,0,Annual/Biennial,NA,NA,NA,NA,NA,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Fabales,Fabaceae,MELU,Medicago lupulina,Medicago,lupulina,"medick, Black",NA,"5,6,7",GW dependent,0,0,-1,0,Annual,weed,FAC,FAC,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,MELU6,Melilotus lutea,Melilotus,lutea,"sweetclover, Yellow",Melilotus officinalis,7,0,0,0,-1,0,Annual/Biennial,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Loasales,Loasaceae,MENI2,Mentzelia nitens,Mentzelia,nitens,"blazing star, Venus",NA,"1,2,3,4,8",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,MENTH,Mentha sp.,Mentha,sp,Mint,NA,"1,4,6",GW dependent,0,0,-1,0,Perennial,weed,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Loasales,Loasaceae,MENTZ,Mentzelia sp.,Mentzelia,sp,Blazing star,NA,4,0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,MEOF,Melilotus officinalis,Melilotus,officinalis,"sweetclover, Yellow","flw yellow 4-7mm, fru cross-ridged","1,4,6",0,0,0,-1,0,Annual/Biennial,weed,FACU,FACU,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,MEOF2,Melissa officinalis,Melissa,officinalis,"balm, Lemon/Sweet",NA,"7,8",0,0,0,0,0,Perennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,MEPI,Mentha x piperita,Mentha,x,Peppermint,NA,7,GW dependent,0,0,0,0,Perennial,weed,OBL,OBL,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,MEPO3,Medicago polymorpha,Medicago,polymorpha,"burclover, Common",NA,1,0,0,0,-1,0,Annual,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Fabales,Fabaceae,MESA,Medicago sativa,Medicago,sativa,Alfalfa,NA,"1,2,4,6,8",GW dependent,0,0,-1,0,Perennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Oleales,Oleaceae,MESP2,Menodora spinescens,Menodora,spinescens,"menodora, Spiny",NA,"2,3,4",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Lamiales,Lamiaceae,MESP3,Mentha spicata,Mentha,spicata,Spearmint,NA,"7,8",GW dependent,0,0,0,0,Perennial,weed,OBL,FACW,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,MEST,Melica stricta,Melica,stricta,"melic, Rock",NA,7,0,0,0,0,0,Perennial,grass,n/a,n/a,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Loasales,Loasaceae,METO2,Mentzelia torreyi,Mentzelia,torreyi,"blazing star, Torrey's",NA,"3,4,5",0,0,0,0,-1,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Nyctaginaceae,MIAL5,Mirabilis alipes,Mirabilis,alipes,"four o'clock, Rose",NA,"2,3,4",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Caryophyllales,Nyctaginaceae,MIBI8,Mirabilis bigelovii,Mirabilis,bigelovii,"bush, Wishbone",Mirabilis laevis var. villosa,"1,2,3,4,7",0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Caryophyllales,Nyctaginaceae,MIBIA,Mirabilis bigelovii var. aspera,Mirabilis,bigelovii,"bush, Wishbone",Mirabilis laevis var. villosa,2,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Caryophyllales,Nyctaginaceae,MIBIB,Mirabilis bigelovii var. bigelovii,Mirabilis,bigelovii,"bush, Wishbone",Mirabilis laevis var. villosa,2,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Urticales,Cannabaceae,MIBIC,Mimulus bigelovii var. cuspidatus,Mimulus,bigelovii,"monkeyflower, Desert",NA,"2,3",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Urticales,Cannabaceae,MICA3,Mimulus cardinalis,Mimulus,cardinalis,"monkeyflower, Scarlet",NA,7,GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Caryophyllales,Nyctaginaceae,MIFR5,Mirabilis froebellii,Mirabilis,froebellii,"four o'clock, Colorado",Mirabilis multiflora var. pubescens,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Polemoniales,Polemoniaceae,MIGR,Microsteris gracilis,Microsteris,gracilis,"phlox, Slender",NA,7,0,0,0,0,0,Annual,forb,FACU*,UPL,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Urticales,Cannabaceae,MIGU,Mimulus guttatus,Mimulus,guttatus,"monkeyflower, Common",NA,"2,3,4,5,7",GW dependent,0,0,0,0,Annual/Perennial,forb,OBL,OBL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Nyctaginaceae,MILAV,Mirabilis laevis var. villosa,Mirabilis,laevis,"bush, Wishbone",NA,"1,2,3,4,7",0,0,0,0,0,Perennial,forb,n/a,n/a,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
